############################################################################################
# These are the CsI calibration parameters taken from the 2nd campaign,
# they correspond to the values of a1, a2 & a4 from file veda2/data/par1_tabac_csi2_9.dat
# which were read in by subroutine INI_TABAC_CSI_2_9 (defined in veda2/for2/csi29_2_E.f).
#
# These parameters were used for Z=1.
#
# The function used was the "standard" Parlog formula with a Fermi-function smoothing
# around the delta-ray production threshold (KVLightEnergyCsI): it has been verified
# that the original Fortran numerical inversion (given by function tabacaru_2_9,
# defined in veda2/for2/csi29_2_E.f) gives exactly the same results as KVLightEnergyCsI
# with the same parameters.
#
# NOTE in the original Fortran implementation, the parameter a3=6.0 was written in the code.
############################################################################################
RunList:          1000-199999
SignalIn:			ScaledTotLight
SignalOut:			ScaledEnergy
CalibType:			LightEnergy
CalibClass:			LightEnergyCsI
ZRange:			1
CSI_0911: 32.1013, 0.3, 6.0000, 0.385
CSI_0912: 32.9887, 0.3, 6.0000, 0.385
CSI_0913: 30.341, 0.3, 6.0000, 0.385
CSI_0914: 33.5762, 0.3, 6.0000, 0.385
CSI_0915: 30.4658, 0.3, 6.0000, 0.385
CSI_0916: 30.4077, 0.3, 6.0000, 0.385
CSI_0917: 29.0547, 0.3, 6.0000, 0.385
CSI_0918: 27.5047, 0.3, 6.0000, 0.385
CSI_0919: 28.3149, 0.3, 6.0000, 0.385
CSI_0920: 34.3164, 0.3, 6.0000, 0.385
CSI_0921: 33.1563, 0.3, 6.0000, 0.385
CSI_0922: 28.8624, 0.3, 6.0000, 0.385
CSI_0923: 31.5562, 0.3, 6.0000, 0.385
CSI_0924: 31.4496, 0.3, 6.0000, 0.385
