#########################################################################################
# These are the CsI calibration parameters taken from the 2nd campaign,
# they correspond to the values of a1 & a2 from file veda2/data/tabac.data
# which were read in by subroutine INI_TABAC (defined in veda2/for2/csi10_17_2_E.f).
# The same parameters were used for both Z=1 and Z>1.
#
# The function used was probably the version of the Parlog formula with a sharp
# cut-off for delta-ray production (as given in the 2nd NIM); however numerical
# inversion of this formula (KVLightEnergyCsI_SharpCutOff) with TF1::GetX does not
# give the same results as the original Fortran (function tabacaru, defined in
# veda2/for2/csi10_17_2_E.f) - deduced energies were overestimated by several MeV -
# therefore the original Fortran numerical inversion
# has been copied and used here (KVLightEnergyCsI_Tabacaru_Camp2_10_17).
#
# NOTE in the original function tabacaru, the values of a3 and a4 were written
#      IN THE CODE, and had values a3=1.0 and a4=0.27 for all detectors.
#
#########################################################################################
RunList:          1000-199999
SignalIn:			ScaledTotLight
SignalOut:			ScaledEnergy
CalibType:			LightEnergy
CalibClass:			LightEnergyCsITabacaruCamp21017
CSI_1307: 111.878, 0.5166, 1.0000, 0.270
CSI_1308: 100.705, 0.3749, 1.0000, 0.270
CSI_1309: 105.636, 0.3823, 1.0000, 0.270
CSI_1310: 133.64, 0.4856, 1.0000, 0.270
CSI_1311: 135.801, 0.4791, 1.0000, 0.270
CSI_1312: 95.9041, 0.4465, 1.0000, 0.270
CSI_1313: 136.939, 0.4068, 1.0000, 0.270
CSI_1314: 130.014, 0.39, 1.0000, 0.270
CSI_1315: 124.874, 0.5277, 1.0000, 0.270
CSI_1316: 108.518, 0.5196, 1.0000, 0.270
CSI_1317: 121.268, 0.5, 1.0000, 0.270
CSI_1318: 109.509, 0.5887, 1.0000, 0.270
CSI_1319: 118.15, 0.467, 1.0000, 0.270
CSI_1320: 121.01, 0.4013, 1.0000, 0.270
CSI_1321: 119.322, 0.3887, 1.0000, 0.270
CSI_1322: 121.037, 0.5505, 1.0000, 0.270
CSI_1323: 120.698, 0.4139, 1.0000, 0.270
CSI_1324: 119.822, 0.3973, 1.0000, 0.270
CSI_1401: 121.421, 0.4843, 1.0000, 0.270
CSI_1402: 126.864, 0.25, 1.0000, 0.270
CSI_1403: 85.1104, 0.2151, 1.0000, 0.270
CSI_1404: 119.857, 0.4145, 1.0000, 0.270
CSI_1405: 126.102, 0.7464, 1.0000, 0.270
CSI_1406: 110.192, 0.376, 1.0000, 0.270
CSI_1407: 500, 0, 1.0000, 0.270
CSI_1408: 129.765, 0.3841, 1.0000, 0.270
CSI_1409: 115.846, 0.2902, 1.0000, 0.270
CSI_1410: 122.73, 0.35, 1.0000, 0.270
CSI_1411: 135, 0.25, 1.0000, 0.270
CSI_1412: 119.39, 0.5409, 1.0000, 0.270
CSI_1413: 124.317, 0.3821, 1.0000, 0.270
CSI_1414: 120.057, 0.2556, 1.0000, 0.270
CSI_1415: 121.25, 0.2781, 1.0000, 0.270
CSI_1416: 127.663, 0.4222, 1.0000, 0.270
CSI_1501: 129.366, 0.2584, 1.0000, 0.270
CSI_1502: 127.513, 0.2766, 1.0000, 0.270
CSI_1503: 105.505, 0.2875, 1.0000, 0.270
CSI_1504: 185, 0.25, 1.0000, 0.270
CSI_1505: 152.682, 0.2585, 1.0000, 0.270
CSI_1506: 135.85, 0.3562, 1.0000, 0.270
CSI_1507: 154.717, 0.2849, 1.0000, 0.270
CSI_1508: 180, 0.25, 1.0000, 0.270
CSI_1509: 117.834, 0.288, 1.0000, 0.270
CSI_1510: 131.207, 0.25, 1.0000, 0.270
CSI_1511: 114.771, 0.286, 1.0000, 0.270
CSI_1512: 108.437, 0.2787, 1.0000, 0.270
CSI_1513: 115.355, 0.1946, 1.0000, 0.270
CSI_1514: 116.489, 0.1633, 1.0000, 0.270
CSI_1515: 103.275, 0.1468, 1.0000, 0.270
CSI_1516: 132.903, 0.2985, 1.0000, 0.270
CSI_1601: 157.945, 0.2314, 1.0000, 0.270
CSI_1602: 173.712, 0.371, 1.0000, 0.270
CSI_1603: 156.182, 0.2307, 1.0000, 0.270
CSI_1604: 159.879, 0.2412, 1.0000, 0.270
CSI_1605: 150.158, 0.4812, 1.0000, 0.270
CSI_1606: 150.54, 0.4986, 1.0000, 0.270
CSI_1607: 145.864, 0.4965, 1.0000, 0.270
CSI_1608: 180.552, 0.2654, 1.0000, 0.270
CSI_1701: 181.285, 0.2665, 1.0000, 0.270
CSI_1702: 220.559, 0.4718, 1.0000, 0.270
CSI_1703: 179.129, 0.2908, 1.0000, 0.270
CSI_1704: 181.283, 0.254, 1.0000, 0.270
CSI_1705: 182.18, 0.6536, 1.0000, 0.270
CSI_1706: 181.406, 0.3123, 1.0000, 0.270
CSI_1707: 193.283, 0.8355, 1.0000, 0.270
CSI_1708: 180.159, 0.2964, 1.0000, 0.270
